TransactionID,Date,AccountID,AccountName,TransactionType,Amount,Currency,ExchangeRate,Balance,Merchant,MerchantPhone,MerchantEmail,Category,Subcategory,Country,City,PostalCode,CardNumber,Email,Phone,IsFraud,Notes,Amount_Base
TX105640,2024-03-04,AC4250,Rahul Chopra,Refund,85.09,USD,78.5739,2873497.65,Walmart,9515266074.0,walmart@biz.com,Groceries,Specialty,UAE,Mumbai,939692,XXXX-XXXX-XXXX-5460,rahul.chopra@hotmail.com,-5110419929.0,No,manual adjustment,6685.85
TX104696,2025-06-03,AC6904,Sana Singh,Debit,61.08,USD,80.5377,2495030.12,Reliance,4475773201.0,reliance@biz.com,Automotive,Fuel,USA,Pune,559140,XXXX-XXXX-2501,nan,9588893664.0,No,nan,4919.24
TX101785,2025-09-11,AC5467,Neha Patel,Debit,5.76,INR,1.0,1130684.5,Autozone,703723998.0,autozone@biz.com,Groceries,Specialty,UAE,Mumbai,941215,XXXX-XXXX-4486,neha.patel@example.com,-7915400738.0,No,promo applied,5.76
TX101983,2024-08-19,AC8012,Ritu Singh,Credit,93.21,USD,78.0975,0.0,Reliance,2512124787.0,reliance@biz.com,Utilities,Internet,USA,Noida,949400,XXXX-XXXX-2753,ritu.singh@gmail.com,8386219225.0,No,chargeback requested,7279.47
TX101936,2024-01-10,AC3382,Amit Desai,Debit,44.9,INR,1.0,1168869.94,Myntra,4807851195.0,myntra@biz.com,Clothing,Women,UK,Mumbai,458082,XXXX-XXXX-8501,amit.desai@yahoo.com,-3724247880.0,No,promo applied,44.9
TX103364,2024-10-04,AC1254,Asha Roy,Credit,14.14,USD,72.6398,0.0,Amazon,-152181163.0,amazon@biz.com,Education,Course,UK,Chennai,964509,XXXX-XXXX-8722,asha.roy@hotmail.com,8759473870.0,No,repeat purchase,1027.13
TX100901,2023-11-20,AC8173,Uma Joshi,Debit,20.66,INR,1.0,529059.64,Zomato,6358842618.0,zomato@biz.com,Health,Pharmacy,India,Pune,398073,XXXX-XXXX-1694,uma.joshi@example.com,3911713300.0,No,promo applied,20.66
TX104193,2024-11-07,AC4822,Lina Kumar,Credit,1.8,USD,72.5633,2237519.03,Paytm Mall,1489984473.0,paytmmall@biz.com,Clothing,Women,Australia,Hyderabad,915819,XXXX-XXXX-7714,lina.kumar@hotmail.com,731680748.0,No,manual adjustment,130.61
TX104779,2024-06-21,AC2288,Neha Khan,Refund,0.73,USD,75.7283,2538284.06,Autozone,9075704914.0,autozone@biz.com,Clothing,Men,USA,Gurugram,764154,XXXX-XXXX-4259,neha.khan@example.com,-1129403900.0,No,monthly subscription,55.28
TX101033,2024-05-16,AC9535,Dev Chopra,Credit,72.0,USD,75.2854,541957.9,Bigbasket,-1032017255.0,bigbasket@biz.com,Electronics,Accessory,UAE,Kolkata,731344,XXXX-XXXX-9323,dev.chopra@gmail.com,464320331.0,No,-- verify contact support,5420.55
TX104366,2023-10-09,AC7374,Suresh Gupta,Debit,17.62,GBP,100.884,2420132.13,Starbucks,3642495923.0,starbucks@biz.com,Dining,FastFood,Australia,Mumbai,296069,XXXX-XXXX-5742,suresh.gupta@gmail.com,2316218982.0,No,cashback credited,1777.58
TX104912,2024-01-15,AC2187,Uma Mehta,Debit,89.35,USD,76.1199,2582914.62,Swiggy,8519091044.0,swiggy@biz.com,Education,Books,Australia,Noida,943828,XXXX-XXXX-4867,uma.mehta@yahoo.com,303884708.0,No,monthly subscription,6801.31
TX105691,2025-07-13,AC5770,Ritu Sharma,Debit,4.07,AED,18.1776,2900760.57,Flipkart,4103163782.0,flipkart@biz.com,Travel,Taxi,USA,Gurugram,350578,XXXX-XXXX-XXXX-9982,ritu.sharma@yahoo.com,6715529203.0,No,repeat purchase,73.98
TX104328,2023-10-20,AC9534,Anita Khan,Debit,254.51,GBP,90.1801,2419128.86,Bigbasket,3391156693.0,bigbasket@biz.com,Electronics,Mobile,Canada,Gurugram,675129,XXXX-XXXX-XXXX-2111,anita.khan@example.com,6462492116.0,No,cashback credited,22951.74
TX100604,2025-01-26,AC6467,Karan Nair,Credit,54.39,USD,75.8883,280316.42,Bigbasket,4840352389.0,bigbasket@biz.com,Health,Pharmacy,Australia,Kolkata,442984,XXXX-XXXX-7807,karan.nair@hotmail.com,3987644852.0,No,repeat purchase,4127.56
TX104360,2024-04-24,AC1977,Rahul Roy,Debit,47.89,USD,76.8674,2419819.31,Swiggy,-9844303103.0,swiggy@biz.com,Health,Clinic,India,Hyderabad,918134,4.12581E+15,rahul.roy@hotmail.com,9309388670.0,No,suspected fraud,3681.18
TX100881,2025-01-09,AC3329,Rohit Das,Refund,17.51,INR,1.0,490751.04,Myntra,1071139345.0,myntra@biz.com,Clothing,Men,Canada,Mumbai,163647,XXXX-XXXX-XXXX-5347,rohit.das@gmail.com,902058342.0,No,chargeback requested,17.51
TX105140,2025-09-01,AC8519,Amit Kumar,Credit,16.63,USD,75.0021,2678155.83,Localmart,1840252957.0,localmart@biz.com,Utilities,Water,UAE,Noida,148476,nan,amit.kumar@hotmail.com,-9946169102.0,No,nan,1247.28
TX102804,2025-04-12,AC3786,Anita Patel,Refund,29.53,INR,1.0,1624664.88,Swiggy,3587317947.0,swiggy@biz.com,Groceries,Supermarket,Canada,Kolkata,976502,XXXX-XXXX-XXXX-9367,nan,-6078441780.0,No,monthly subscription,29.53
TX105101,2025-03-06,AC5697,Maya Reddy,Debit,60.46,USD,73.5169,2653658.68,Swiggy,3892800780.0,swiggy@biz.com,Entertainment,Streaming,USA,Kolkata,452828,XXXX-XXXX-1328,maya.reddy@example.com,9626599449.0,No,monthly subscription,4444.83
TX103650,2024-05-01,AC7591,Uma Das,Credit,54.04,USD,74.5296,1935845.66,Electroworld,993637613.0,electroworld@biz.com,Utilities,Electricity,India,Mumbai,363778,XXXX-XXXX-XXXX-5766,uma.dasexample.com,-5419708035.0,No,monthly subscription,4027.58
TX105961,2023-12-10,AC2653,Dev Roy,Debit,414.2,GBP,95.2681,2935026.16,Amazon,6633563534.0,amazon@biz.com,Groceries,Supermarket,Australia,Delhi,779924,nan,dev.roy@yahoo.com,-677317295.0,No,nan,39460.05
TX105428,2024-03-11,AC6254,Sana Khan,Debit,13.13,INR,1.0,2775688.93,Amazon,917498753.0,amazon@biz.com,Dining,Restaurant,Canada,Kolkata,135407,XXXX-XXXX-XXXX-8948,sana.khan@gmail.com,-7384943044.0,No,repeat purchase,13.13
TX104464,2024-07-06,AC5234,Lina Khan,Credit,16.51,AED,20.1191,2462435.63,Myntra,4527171218.0,myntra@biz.com,Travel,Hotel,UK,Delhi,203134,XXXX-XXXX-7335,lina.khan@gmail.com,9884117050.0,No,suspected fraud,332.17
TX100112,2024-09-04,AC7190,Vikram Khan,Refund,35.6,AED,20.3719,145376.46,Electroworld,6028962435.0,electroworld@biz.com,Electronics,Laptop,UK,Pune,858916,XXXX-XXXX-XXXX-2544,vikram.khan@yahoo.com,7323885156.0,No,manual adjustment,725.24
TX102365,2023-11-25,AC5290,Raj Khan,Debit,208.61,GBP,107.8061,1284649.68,Swiggy,7525993573.0,swiggy@biz.com,Clothing,Women,USA,Mumbai,444148,XXXX-XXXX-7149,raj.khan@gmail.com,-3051466098.0,No,cashback credited,22489.43
TX101321,2024-03-13,AC4278,Vikram Roy,Credit,62.53,INR,1.0,965414.12,Starbucks,-7026657688.0,starbucks@biz.com,Health,Pharmacy,Australia,Noida,463844,XXXX-XXXX-7115,vikram.roy@example.com,3114100638.0,No,suspected fraud,62.53
TX104434,2024-09-11,AC3196,karan GUPTA,Debit,17.05,INR,1.0,2452496.3,Electroworld,8211485086.0,electroworld@biz.com,Entertainment,Movies,India,Hyderabad,801643,XXXX-XXXX-9314,nan,-2982833576.0,No,repeat purchase,17.05
TX102576,2024-02-14,AC9560,Amit Desai,Debit,191.91,INR,1.0,1558548.26,Autozone,1856170186.0,autozone@biz.com,Utilities,Water,India,Gurugram,923727,XXXX-XXXX-8036,amit.desai@hotmail.com,-850940402.0,No,cashback credited,191.91
TX100947,2024-11-10,AC1098,Karan Bose,Credit,14440.0,USD,74.77,537550.5,Zomato,9808807153.0,zomato@biz.com,Dining,FastFood,Australia,Gurugram,350578,XXXX-XXXX-1703,karan.bose@hotmail.com,6556948042.0,No,suspected fraud,1079678.8
TX105218,2024-09-11,AC3750,Isha Khan,Refund,17.87,INR,1.0,2680862.75,Paytm Mall,1395900123.0,paytmmall@biz.com,Utilities,Internet,Canada,Bengaluru,359811,XXXX-XXXX-7905,isha.khan@yahoo.com,9160009914.0,No,manual adjustment,17.87
TX105327,2024-08-04,AC5185,Karan Patel,Refund,43.01,USD,72.2453,2773589.82,Reliance,6381948606.0,reliance@biz.com,Education,Books,UK,Delhi,465321,4.93925E+15,karan.patel@gmail.com,1844994425.0,No,repeat purchase,3107.27
TX101177,2025-08-31,AC4158,Amit Khan,Credit,29.43,GBP,94.5612,564909.19,Paytm Mall,1125787872.0,paytmmall@biz.com,Clothing,Women,UK,Chennai,274261,XXXX-XXXX-XXXX-6947,amit.khan@example.com,-1677107589.0,No,chargeback requested,2782.94
TX102641,2025-08-06,AC1116,Sana Mehta,Debit,25.49,GBP,105.0788,1560677.27,Localmart,8508907852.0,localmart@biz.com,Utilities,Electricity,Australia,Kolkata,206799,4.90838E+15,sana.mehta@hotmail.com,-1129252930.0,No,chargeback requested,2678.46
TX104618,2024-12-11,AC4150,Amit Mehta,Debit,32.46,AED,21.8174,2466437.82,Swiggy,7525993573.0,swiggy@biz.com,Travel,Hotel,Australia,Kolkata,451878,XXXX-XXXX-4457,amit.mehta@hotmail.com,-4517901426.0,No,cashback credited,708.19
TX102592,2023-11-29,AC8177,Amit Das,Debit,31.46,INR,1.0,1559095.86,Paytm Mall,7725198158.0,paytmmall@biz.com,Utilities,Water,USA,Chennai,557853,XXXX-XXXX-XXXX-1391,amit.das@hotmail.com,5105927912.0,No,chargeback requested,31.46
TX105683,2025-06-22,AC2868,Priya Desai,Debit,35.07,INR,1.0,2900628.47,Paytm Mall,2860423625.0,paytmmall@biz.com,Travel,Hotel,UK,Mumbai,399328,4.99753E+15,priya.desai@hotmail.com,-2492423222.0,No,manual adjustment,35.07
TX100630,2024-04-02,AC1764,Uma Gupta,Refund,4.35,AED,18.5546,281575.99,Bigbasket,2492139359.0,bigbasket@biz.com,Entertainment,Streaming,India,Pune,799628,XXXX-XXXX-6902,uma.gupta@gmail.com,6245678022.0,No,promo applied,80.71
TX104268,2024-05-25,AC5826,Sana Desai,Debit,8.62,USD,74.9332,2254517.16,Flipkart,6699009169.0,flipkart@biz.com,Education,Books,Australia,Noida,914372,nan,sana.desai@gmail.com,-2659647688.0,No,repeat purchase,645.92
TX104715,2025-05-25,AC9447,Maya Singh,Debit,31.64,USD,81.6487,2513753.48,Autozone,1856170186.0,autozone@biz.com,Clothing,Women,Canada,Mumbai,651012,XXXX-XXXX-6035,maya.singh@hotmail.com,842423890.0,No,cashback credited,2583.36
TX103260,2024-02-15,AC3936,Anita Das,Credit,24.89,USD,81.111,1774181.56,Walmart,1706155698.0,walmart@biz.com,Clothing,Men,UK,Bengaluru,655978,XXXX-XXXX-1276,anita.das@hotmail.com,1329036346.0,No,chargeback requested,2018.85
TX104584,2025-08-09,AC9564,Uma Kumar,Debit,26.42,AED,19.7845,2465510.08,Myntra,6112311480.0,myntra@biz.com,Education,Books,USA,Gurugram,350578,XXXX-XXXX-1213,uma.kumar@gmail.com,5782123783.0,No,monthly subscription,522.71
TX100333,2024-04-12,AC1164,Ritu Sharma,Debit,14.69,USD,78.2515,176015.57,Electroworld,921424350.0,electroworld@biz.com,Automotive,Repair,India,Kolkata,845051,XXXX-XXXX-9051,ritu.sharma@hotmail.com,-2010747657.0,No,manual adjustment,1149.51
TX103432,2024-10-30,AC1913,Rohit Mehta,Credit,61.97,USD,77.851,1849691.55,Electroworld,5941242803.0,electroworld@biz.com,Health,Clinic,Australia,Chennai,407243,XXXX-XXXX-7897,rohit.mehta@example.com,634398847.0,No,promo applied,4824.43
TX103591,2024-11-15,AC6658,Sana Desai,Refund,68.37,AED,18.6086,1931612.0,Shopeasy,9150633421.0,shopeasy@biz.com,Education,Course,USA,Hyderabad,645343,XXXX-XXXX-4017,sana.desai@yahoo.com,4473952627.0,No,manual adjustment,1272.27
TX103477,2023-11-12,AC1004,Rohit Nair,Debit,2.65,USD,74.7644,1865537.13,Paytm Mall,4843012560.0,paytmmall@biz.com,Dining,FastFood,USA,Hyderabad,867706,XXXX-XXXX-5369,rohit.nair@yahoo.com,3147472301.0,No,suspected fraud,198.13
TX102683,2025-09-06,AC1253,Isha Sharma,Debit,79.7,USD,73.883,1561420.53,Autozone,1856170186.0,autozone@biz.com,Utilities,Internet,India,Delhi,997803,4.315E+15,isha.sharma@hotmail.com,7335740024.0,No,monthly subscription,5888.48
TX103380,2023-10-17,AC3772,Vikram Reddy,Debit,445.0,AED,19.1837,1824594.44,Amazon,3124114888.0,amazon@biz.com,Automotive,Repair,India,Delhi,606036,XXXX-XXXX-4796,vikram.reddy@example.com,8427711658.0,No,nan,8536.75
TX101614,2025-07-10,AC4770,Uma Iyer,Credit,26.67,USD,80.1767,1024207.19,Flipkart,4085364100.0,flipkart@biz.com,Health,Clinic,UK,Kolkata,392615,XXXX-XXXX-8264,uma.iyer@example.com,4052609969.0,No,nan,2138.31
TX104455,2024-07-04,AC7167,anita CHOPRA,Debit,46.83,USD,82.7413,2462092.58,Electroworld,-8355129330.0,electroworld@biz.com,Automotive,Repair,USA,Kolkata,614319,XXXX-XXXX-2145,anita.chopra@yahoo.com,908844804.0,No,cashback credited,3874.78
TX104325,2024-11-01,AC4419,Lina Singh,Credit,114.84,GBP,102.5524,2418944.71,Walmart,6381398494.0,walmart@biz.com,Automotive,Fuel,Canada,Pune,261922,XXXX-XXXX-7464,lina.singh@example.com,2559148248.0,No,promo applied,11777.12
TX101742,2023-12-26,AC3265,Neha Patel,Credit,36.02,INR,1.0,1143268.94,Electroworld,6349532430.0,electroworld@biz.com,Electronics,Accessory,Australia,Delhi,982305,4.14308E+15,neha.patel@gmail.com,2500557346.0,No,nan,36.02
TX104892,2023-11-10,AC6455,Amit Gupta,Credit,16.72,USD,82.6648,2582536.63,Starbucks,6218167898.0,starbucks@biz.com,Utilities,Internet,Australia,Bengaluru,771949,4.95892E+15,amit.gupta@gmail.com,463113476.0,No,chargeback requested,1382.16
TX104530,2025-05-11,AC9446,Sam Kumar,Debit,40.51,USD,75.934,2464081.44,Bigbasket,8184556728.0,bigbasket@biz.com,Automotive,Repair,Australia,Jaipur,880938,XXXX-XXXX-XXXX-1876,sam.kumar@hotmail.com,3006967220.0,No,monthly subscription,3076.09
TX103360,2025-08-08,AC1429,Ritu Reddy,Credit,8.3,INR,1.0,1823796.87,Localmart,7552814766.0,localmart@biz.com,Travel,Hotel,UK,Bengaluru,691801,XXXX-XXXX-7430,ritu.reddy@example.com,43808559.0,No,suspected fraud,8.3
TX101877,2024-08-18,AC6124,Neha Singh,Debit,25.76,INR,1.0,1162538.45,Flipkart,9616633514.0,flipkart@biz.com,Health,Pharmacy,UK,Pune,219550,XXXX-XXXX-1514,neha.singh@example.com,1075542955.0,No,manual adjustment,25.76
TX100384,2024-08-16,AC1228,Isha Mehta,Refund,13.32,USD,79.1916,189437.69,Myntra,1451848705.0,myntra@biz.com,Clothing,Women,Australia,Bengaluru,877839,XXXX-XXXX-8440,isha.mehta@hotmail.com,8595676768.0,No,cashback credited,1054.83
TX102089,2024-04-17,AC6607,Karan Reddy,Credit,189.23,GBP,101.4264,1199816.03,Electroworld,6028962435.0,electroworld@biz.com,Utilities,Internet,UK,Delhi,186127,XXXX-XXXX-XXXX-4535,karan.reddy@hotmail.com,1865243746.0,No,cashback credited,19192.92
TX105394,2024-02-17,AC4448,Sana Gupta,Debit,6.09,INR,1.0,2775257.17,Shopeasy,-2298391025.0,shopeasy@biz.com,Electronics,Accessory,UAE,Kolkata,839,XXXX-XXXX-9452,sana.gupta@yahoo.com,-9132949408.0,No,nan,6.09
TX102162,2023-11-02,AC8331,Rahul Joshi,Debit,60.21,GBP,98.6595,1214786.66,Reliance,8768314649.0,reliance@biz.com,Groceries,Specialty,USA,Pune,572050,XXXX-XXXX-6194,rahul.joshi@example.com,4661358037.0,No,chargeback requested,5940.29
TX104660,2024-04-04,AC7409,Lina Reddy,Credit,196.05,USD,79.284,2467703.32,Paytm Mall,9366297488.0,paytmmall@biz.com,Entertainment,Streaming,UAE,Bengaluru,820227,XXXX-XXXX-XXXX-5670,lina.reddy@example.com,-3048092772.0,No,cashback credited,15543.63
TX101923,2024-07-01,AC4082,Karan Reddy,Debit,44.13,USD,79.0791,1168107.22,Walmart,1706146428.0,walmart@biz.com,Education,Books,UAE,Noida,558210,XXXX-XXXX-5709,karan.reddy@example.com,6701062727.0,No,manual adjustment,3489.76
TX105192,2024-05-01,AC8770,Uma Gupta,Debit,64.54,GBP,90.9825,2680058.05,Electroworld,2617709047.0,electroworld@biz.com,Electronics,Laptop,USA,Pune,704935,XXXX-XXXX-XXXX-5577,uma.gupta@gmail.com,1100839113.0,No,chargeback requested,5872.01
TX102841,2024-12-03,AC1868,Sana Patel,Refund,5.37,INR,1.0,1626240.6,Electroworld,7243432502.0,electroworld@biz.com,Groceries,Supermarket,UK,Delhi,434440,4.26264E+15,sana.patel@gmail.com,4839378812.0,No,manual adjustment,5.37
TX100287,2024-12-22,AC1821,Rahul Reddy,Debit,67.09,USD,79.9141,174797.96,Paytm Mall,5067320778.0,paytmmall@biz.com,Travel,Hotel,India,Hyderabad,697321,XXXX-XXXX-9904,rahul.reddy@example.com,-6089790143.0,No,cashback credited,5361.44
TX102212,2024-02-07,AC7513,Ritu Desai,Debit,95.47,INR,1.0,1269340.49,Starbucks,908844804.0,starbucks@biz.com,Electronics,Mobile,USA,Kolkata,701585,XXXX-XXXX-3363,ritu.desai@yahoo.com,5131146634.0,No,repeat purchase,95.47
TX105248,2023-12-07,AC4857,Priya Patel,Credit,88520.0,INR,1.0,2726653.22,Paytm Mall,6912497763.0,paytmmall@biz.com,Groceries,Specialty,Australia,Pune,776930,XXXX-XXXX-XXXX-2606,priya.patel@yahoo.com,9581828319.0,No,suspected fraud,88520.0
TX104823,2024-08-31,AC5797,Raj Nair,Refund,32.56,USD,77.4345,2579680.88,Shopeasy,9150633421.0,shopeasy@biz.com,Utilities,Electricity,Australia,Pune,950981,XXXX-XXXX-XXXX-8139,raj.nair@yahoo.com,555470437.0,No,suspected fraud,2521.27
TX104570,2025-02-08,AC5780,Vikram Das,Refund,16.19,USD,82.9185,2465124.23,Localmart,3215659150.0,localmart@biz.com,Entertainment,Concert,UK,Jaipur,974588,XXXX-XXXX-2686,vikram.das@yahoo.com,2457098609.0,No,cashback credited,1342.45
TX102369,2025-08-02,AC8113,Asha Desai,Credit,145.91,GBP,99.5188,1284737.81,Autozone,-5909522447.0,autozone@biz.com,Education,Course,UK,Chennai,986979,XXXX-XXXX-2552,asha.desai@yahoo.com,9345065024.0,No,promo applied,14520.79
TX100027,2024-04-06,AC8119,Asha Das,Debit,51.98,GBP,105.0134,9368.96,Zomato,9808807153.0,zomato@biz.com,Automotive,Repair,UAE,Jaipur,931014,XXXX-XXXX-6483,asha.das@example.com,2670142029.0,No,repeat purchase,5458.6
TX104352,2025-05-26,AC6473,Rohit Gupta,Debit,24.56,USD,76.983,2419623.06,Flipkart,5941242803.0,flipkart@biz.com,Groceries,Supermarket,UAE,Chennai,701569,XXXX-XXXX-6313,rohit.gupta@example.com,9929481174.0,No,nan,1890.7
TX101109,2024-10-29,AC7105,Lina Patel,Debit,329.26,GBP,92.262,555248.57,Walmart,6197815310.0,walmart@biz.com,Education,Books,USA,Bengaluru,437817,nan,lina.patel@example.com,6737501695.0,No,suspected fraud,30378.19
TX103816,2025-01-03,AC8117,Sam Patel,Debit,20.92,INR,1.0,2118401.54,Localmart,3122330465.0,localmart@biz.com,Dining,Cafe,UAE,Pune,637200,XXXX-XXXX-1088,sam.patel@yahoo.com,7103156925.0,No,cashback credited,20.92
TX103179,2025-04-06,AC2541,Rohit Joshi,Refund,61.48,USD,73.6159,1712871.88,Walmart,9515266074.0,walmart@biz.com,Dining,FastFood,India,Delhi,908661,XXXX-XXXX-2042,rohit.joshi@hotmail.com,1776867518.0,No,cashback credited,4525.91
TX103568,2025-02-25,AC2850,Karan Desai,Debit,43.35,AED,19.3306,1985025.11,Reliance,-4160508336.0,reliance@biz.com,Entertainment,Streaming,UK,Delhi,793475,XXXX-XXXX-8415,karan.desai@example.com,3718470722.0,No,nan,837.98
TX103158,2025-08-22,AC6263,Amit Chopra,Debit,163.1,INR,1.0,1705933.27,Autozone,6101124679.0,autozone@biz.com,Groceries,Specialty,Australia,Hyderabad,827536,4.38134E+15,amit.chopra@example.com,7212185919.0,No,promo applied,163.1
TX101224,2025-03-01,AC1226,Ritu Joshi,Credit,26.51,GBP,97.6396,593959.27,Zomato,8888193615.0,zomato@biz.com,Dining,Restaurant,UAE,Pune,365802,4.96263E+15,ritu.joshi@example.com,6621814434.0,No,monthly subscription,2588.43
TX104803,2024-08-28,AC6860,Vikram Chopra,Debit,14.16,USD,72.9742,2579222.9,Bigbasket,5842314290.0,bigbasket@biz.com,Utilities,Electricity,UAE,Pune,153781,XXXX-XXXX-3548,nan,165673177.0,No,promo applied,1033.31
TX105624,2024-12-13,AC2268,Karan Patel,Refund,259.59,INR,1.0,2873165.49,Bigbasket,4883970271.0,bigbasket@biz.com,Entertainment,Concert,UAE,Jaipur,880938,4.47943E+15,karan.patel@gmail.com,1648311714.0,No,promo applied,259.59
TX103781,2023-10-04,AC7803,Anita Nair,Credit,22.38,USD,76.3052,2117912.22,Shopeasy,9150633421.0,shopeasy@biz.com,Clothing,Men,USA,Bengaluru,448164,XXXX-XXXX-1904,anita.nair@yahoo.com,1748528401.0,No,monthly subscription,1707.71
TX100755,2025-03-16,AC6332,suresh NAIR,Refund,779.66,AED,21.1135,445784.95,Shopeasy,1066460587.0,shopeasy@biz.com,Utilities,Electricity,Canada,Noida,802773,XXXX-XXXX-2853,suresh.nair@example.com,745709266.0,No,monthly subscription,16461.35
TX104450,2023-11-16,AC6833,Asha Desai,Credit,18280.0,USD,75.8969,2461913.06,Bigbasket,119433228.0,bigbasket@biz.com,Automotive,Repair,USA,Noida,653639,XXXX-XXXX-5472,asha.desai@yahoo.com,346548593.0,No,nan,1387395.33
TX102176,2025-06-22,AC6593,Karan Reddy,Credit,4.81,USD,80.712,1221183.7,Swiggy,8566341611.0,swiggy@biz.com,Electronics,Mobile,Canada,Delhi,198598,XXXX-XXXX-9535,karan.reddy@gmail.com,1090190031.0,No,nan,388.22
TX100525,2024-02-29,AC3154,Karan Gupta,Debit,3.8,USD,79.801,276323.03,Swiggy,7525993573.0,swiggy@biz.com,Electronics,Laptop,Canada,Chennai,516084,4.7415E+15,karan.gupta@yahoo.com,6602602948.0,No,monthly subscription,303.24
TX104471,2024-05-24,AC6918,Maya Singh,Credit,154.56,INR,1.0,2462659.89,Walmart,-3051466098.0,walmart@biz.com,Health,Clinic,UAE,Jaipur,260909,XXXX-XXXX-6725,maya.singh@gmail.com,1008440490.0,No,promo applied,154.56
TX105414,2024-02-07,AC5232,Asha Iyer,Debit,14.14,INR,1.0,2775525.82,Autozone,555123259.0,autozone@biz.com,Utilities,Internet,UK,Noida,670,XXXX-XXXX-4947,asha.iyeryahoo.com,3941763523.0,No,repeat purchase,14.14
TX105618,2024-10-19,AC8681,Rahul Bose,Debit,52.9,INR,1.0,2872974.0,Myntra,4807851195.0,myntra@biz.com,Entertainment,Concert,Canada,Bengaluru,313942,XXXX-XXXX-4910,rahul.bose@example.com,7214995465.0,No,manual adjustment,52.9
TX103879,2023-12-08,AC8400,Maya Patel,Credit,26.17,AED,18.1138,2119591.21,Flipkart,6699009169.0,flipkart@biz.com,Health,Pharmacy,USA,Hyderabad,172288,XXXX-XXXX-5662,maya.patel@yahoo.com,9827984714.0,Yes,suspected fraud,474.04
TX100506,2025-08-24,AC8974,Dev Khan,Credit,16.27,USD,76.6237,260497.6,Autozone,3944119042.0,autozone@biz.com,Dining,Restaurant,UK,Mumbai,227029,XXXX-XXXX-8724,dev.khan@gmail.com,182262433.0,No,promo applied,1246.67
TX105785,2024-03-08,AC5260,Suresh Iyer,Credit,67.31,AED,19.6585,2902977.82,Paytm Mall,2107536030.0,paytmmall@biz.com,Health,Pharmacy,UK,Jaipur,846460,XXXX-XXXX-XXXX-1980,suresh.iyer@hotmail.com,901029440.0,No,manual adjustment,1323.21
TX105918,2024-10-20,AC6019,Uma Patel,Debit,71.89,AED,20.0255,2933518.89,Walmart,902058342.0,walmart@biz.com,Utilities,Water,Canada,Hyderabad,500059,XXXX-XXXX-XXXX-3338,uma.patel@gmail.com,7552814766.0,No,chargeback requested,1439.63
TX102062,2024-06-13,AC1017,Rohit Desai,Debit,52.91,USD,75.8305,1199151.52,Swiggy,7525993573.0,swiggy@biz.com,Travel,Flight,India,Pune,335816,XXXX-XXXX-XXXX-4069,rohit.desai@yahoo.com,3856065369.0,No,cashback credited,4012.19
TX101223,2025-09-08,AC1308,Dev Das,Refund,54.41,USD,79.0712,593946.01,Walmart,82281959.0,walmart@biz.com,Health,Pharmacy,Canada,Bengaluru,226477,4.63854E+15,dev.das@hotmail.com,4009915028.0,No,manual adjustment,4302.26
TX102444,2025-06-07,AC1107,Vikram Sharma,Debit,18.11,USD,79.9142,1413015.18,Localmart,4635872140.0,localmart@biz.com,Clothing,Men,UAE,Noida,199898,XXXX-XXXX-1237,vikram.sharma@hotmail.com,8866398141.0,No,chargeback requested,1447.25
TX103508,2024-05-30,AC9911,Priya Khan,Debit,60.36,USD,74.0487,1871350.75,Localmart,4646409606.0,localmart@biz.com,Travel,Flight,UK,Jaipur,807850,4.25668E+15,nan,8272329625.0,No,monthly subscription,4469.58
TX104494,2023-12-23,AC7309,Lina Bose,Debit,92.58,INR,1.0,2463146.68,Walmart,9515266074.0,walmart@biz.com,Electronics,Laptop,UAE,Kolkata,976502,XXXX-XXXX-3234,lina.bose@example.com,6516948251.0,No,chargeback requested,92.58
TX103312,2024-11-04,AC6960,Amit Gupta,Refund,404.74,GBP,98.1362,1808162.89,Flipkart,9332493905.0,flipkart@biz.com,Utilities,Electricity,UAE,Noida,943828,XXXX-XXXX-5270,amit.gupta@example.com,1597800491.0,No,suspected fraud,39719.65
TX104287,2023-11-16,AC3251,Priya Joshi,Debit,41.38,USD,77.7639,2308161.41,Paytm Mall,7725198158.0,paytmmall@biz.com,Dining,Cafe,Canada,Bengaluru,518869,XXXX-XXXX-6597,priya.joshi@hotmail.com,4020067553.0,No,repeat purchase,3217.87
TX101695,2025-05-13,AC7866,Isha Joshi,Credit,339.24,USD,76.8101,1078307.69,Walmart,3956399050.0,walmart@biz.com,Travel,Taxi,UK,Pune,145160,XXXX-XXXX-8061,isha.joshi@hotmail.com,-4487890199.0,No,cashback credited,26057.06
TX101449,2023-12-01,AC5780,Dev Mehta,Credit,33.97,USD,73.98,976614.84,Walmart,2406241336.0,walmart@biz.com,Health,Pharmacy,India,Chennai,560953,XXXX-XXXX-9148,dev.mehta@hotmail.com,3750564757.0,No,repeat purchase,2513.1
TX105558,2025-01-02,AC3693,Anita Mehta,Credit,31.97,USD,74.1744,2867930.88,Flipkart,1154023156.0,flipkart@biz.com,Utilities,Internet,India,Gurugram,264373,XXXX-XXXX-8472,anita.mehta@hotmail.com,75639044.0,No,nan,2371.36
TX103067,2023-12-20,AC7092,Rahul Roy,Debit,33.85,USD,75.6181,1653031.15,Electroworld,6028962435.0,electroworld@biz.com,Travel,Taxi,USA,Bengaluru,674632,XXXX-XXXX-9994,rahul.roy@yahoo.com,2890235869.0,No,chargeback requested,2559.67
